Thumbnail,Year Published,Min Players,Max Players,Play Time (Minutes),Category,Mechanics,Average Rating
https://cf.geekdo-images.com/thumb/img/4oKgKIvVmAYu7bRtbpvHbTbMAvE=/fit-in/200x150/pic1525926.jpg,2005,2,4,180,"['Napoleonic', 'Wargame']","['Campaign / Battle Card Driven', 'Point to Point Movement']",6.9393
https://cf.geekdo-images.com/thumb/img/lLbYJtlUfe0ZgRlW1SYT0hy6hp8=/fit-in/200x150/pic3711802.jpg,2013,1,4,60,"['Card Game', 'Religious']","['Deck, Bag, and Pool Building', 'Hand Management', 'Push Your Luck', 'Set Collection', 'Team-Based Game']",6.9255
https://cf.geekdo-images.com/thumb/img/_E41veDxYAEmCmSo7TY14RKx1v4=/fit-in/200x150/pic1913233.jpg,2014,2,2,20,"['Card Game', 'Fantasy']",['Hand Management'],5.91218
https://cf.geekdo-images.com/thumb/img/qqtsZVBQ4fFWnuKXx2LnNV-zIzY=/fit-in/200x150/pic1774455.jpg,2013,1,4,15,"['Dice', 'Pirates']",['Dice Rolling'],5.85052
https://cf.geekdo-images.com/thumb/img/LMeUeHfTW_lsnvP0u2csFUQBc3I=/fit-in/200x150/pic1154690.jpg,2011,2,5,30,"['Animals', 'Negotiation', 'Prehistoric']","['Hand Management', 'I Cut, You Choose', 'Set Collection']",6.27232
https://cf.geekdo-images.com/thumb/img/VTyaNqoFng2ZbleF-auEdZ_TGC0=/fit-in/200x150/pic629266.jpg,2005,2,2,60,"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Modular Board']",7.41253
https://cf.geekdo-images.com/thumb/img/luVFrZxZecKqtEj3VtYg1bvY4H0=/fit-in/200x150/pic2376384.jpg,2015,2,4,20,"['Card Game', 'Fantasy', 'Fighting']","['Hand Management', 'Take That', 'Variable Player Powers']",6.50668
https://cf.geekdo-images.com/thumb/img/akIcnWUHplOROiezP5_kNh5kE5g=/fit-in/200x150/pic1958140.png,2014,3,3,45,['Card Game'],"['Auction/Bidding', 'Hand Management', 'Ladder Climbing', 'Team-Based Game', 'Trick-taking']",7.0472
https://cf.geekdo-images.com/thumb/img/5qP94Sr0JZ-tVDPaPGrp_iB21Y4=/fit-in/200x150/pic1254446.jpg,1990,2,6,60,"['Card Game', 'Trains']","['Set Collection', 'Take That']",6.19411
https://cf.geekdo-images.com/thumb/img/_xQM3U5fwDXLa5PTXcFNtUbNfes=/fit-in/200x150/pic3588036.jpg,2017,2,8,90,"['Book', 'Miniatures', 'Racing', 'Science Fiction', 'Wargame']",['Dice Rolling'],8.21214
https://cf.geekdo-images.com/thumb/img/OSMfvqyPsZ6opuMnbSP4MwP2MiA=/fit-in/200x150/pic2099804.jpg,2014,2,4,45,"['Dice', 'Educational', 'Puzzle']","['Dice Rolling', 'Hand Management', 'Pattern Building', 'Pattern Recognition']",6.7914
https://cf.geekdo-images.com/thumb/img/L4A8X5u2oJZeRfiGDZ76y4jjK5E=/fit-in/200x150/pic2406051.jpg,2015,2,2,60,"['Miniatures', 'Wargame', 'World War I']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Hexagon Grid', 'Simulation']",7.81162
https://cf.geekdo-images.com/thumb/img/1ek7NoppQeXf3a33t29_1VWga54=/fit-in/200x150/pic2960325.jpg,2016,2,4,75,"['City Building', 'Transportation']","['Auction/Bidding', 'Pick-up and Deliver', 'Tile Placement', 'Worker Placement']",6.97575
https://cf.geekdo-images.com/thumb/img/0S6sp51lFmZAG0e719ah_r9IJyo=/fit-in/200x150/pic3621676.jpg,2017,5,10,10,"['Bluffing', 'Deduction', 'Real-time', 'Science Fiction', 'Spies/Secret Agents']",,6.56028
https://cf.geekdo-images.com/thumb/img/EHWn-h5tZBJCCeZIVHFQz7rYwu8=/fit-in/200x150/pic2456410.jpg,2015,2,6,10,"['Bluffing', 'Card Game', 'Deduction']","['Hand Management', 'Memory', 'Player Elimination']",6.81058
https://cf.geekdo-images.com/thumb/img/nbzYPb3O5oIdUiinCNP4fVhBOiY=/fit-in/200x150/pic1624163.jpg,2013,2,4,30,"['Dice', 'Fantasy', 'Movies / TV / Radio theme', 'Novel-based']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling']",5.66106
https://cf.geekdo-images.com/thumb/img/VpjrpFjCfxH2cmTjTfDMncQB8UI=/fit-in/200x150/pic4746947.png,2019,2,6,50,"['Deduction', 'Horror', 'Murder/Mystery', 'Party Game']","['Acting', 'Hand Management', 'Line Drawing', 'Pattern Recognition', 'Variable Player Powers']",7.26822
https://cf.geekdo-images.com/thumb/img/PFmF6SKHYxi8s6waacD32xS3DII=/fit-in/200x150/pic3865892.jpg,2020,5,20,120,"['Bluffing', 'Deduction', 'Horror', 'Murder/Mystery', 'Negotiation', 'Party Game']","['Player Elimination', 'Team-Based Game', 'Variable Player Powers', 'Voting']",7.81127
https://cf.geekdo-images.com/thumb/img/LZeuBCq6-kIVa8bu1IQA2PdfJ_M=/fit-in/200x150/pic3211830.jpg,2009,2,4,20,['Abstract Strategy'],"['Enclosure', 'Tile Placement']",6.22034
https://cf.geekdo-images.com/thumb/img/l_A4C2AT99Izqe8nO4bBp5rX8mM=/fit-in/200x150/pic1512147.jpg,2002,3,5,45,"['Card Game', 'Deduction', 'Murder/Mystery']",,5.83792
https://cf.geekdo-images.com/thumb/img/ys3nriZEIv57pe84lPUK5cr_36g=/fit-in/200x150/pic5197222.jpg,2018,2,6,25,['Card Game'],['Push Your Luck'],6.87563
https://cf.geekdo-images.com/thumb/img/d5ex8HfIFbg77DwYEWcybxQJ8AE=/fit-in/200x150/pic1206638.jpg,2012,2,4,45,['Fantasy'],"['Commodity Speculation', 'Enclosure', 'Stock Holding', 'Tile Placement']",6.41187
https://cf.geekdo-images.com/thumb/img/4xV8pM92PvI16RhpMmMRwgYkqeY=/fit-in/200x150/pic3587093.jpg,2017,1,5,240,"['Civilization', 'Industry / Manufacturing', 'Science Fiction', 'Space Exploration']","['Auction/Bidding', 'Simulation', 'Variable Player Powers']",8.34688
https://cf.geekdo-images.com/thumb/img/o6D-GM33UUUoPzHtibn2f4KYnLQ=/fit-in/200x150/pic426561.jpg,2009,2,4,45,['Card Game'],"['Hand Management', 'Set Collection']",6.25906
https://cf.geekdo-images.com/thumb/img/DZnOVvMD8whYiXEZZcfEoqRrL2g=/fit-in/200x150/pic90090.jpg,2005,2,4,45,['Exploration'],['Area Movement'],5.36613
https://cf.geekdo-images.com/thumb/img/jbyiUZhJXEf3drhBKhBGMpjz078=/fit-in/200x150/pic3113126.jpg,1981,3,6,45,"['Card Game', 'Spies/Secret Agents']",['Trick-taking'],6.29201
https://cf.geekdo-images.com/thumb/img/Q-HMRIlVBRIMbcjPbRkaE9rYivc=/fit-in/200x150/pic3470301.jpg,2017,2,4,120,"['Economic', 'Environmental', 'Industry / Manufacturing', 'Transportation']","['Action Queue', 'Area Majority / Influence', 'Worker Placement']",7.76893
https://cf.geekdo-images.com/thumb/img/N_7WyEprwI5urf1Ej1LNrkfZMS4=/fit-in/200x150/pic1594719.jpg,2013,2,4,45,"['Animals', 'Racing']","['Deck, Bag, and Pool Building', 'Grid Movement', 'Hand Management', 'Modular Board']",6.5505
https://cf.geekdo-images.com/thumb/img/Li-bDVhhL3DqXVVZ_VB7_jNZDEA=/fit-in/200x150/pic4681526.png,2012,2,6,15,"['Animals', 'Card Game', ""Children's Game""]",['Pattern Recognition'],6.31019
https://cf.geekdo-images.com/thumb/img/7AJN2nB0soc4I-gTFxGfN396F18=/fit-in/200x150/pic209872.jpg,1997,4,6,15,"['Card Game', 'Comic Book / Strip', 'Humor']",['Ladder Climbing'],5.97578
https://cf.geekdo-images.com/thumb/img/isqwzP-2LLXnE606VB2DX1x4j9E=/fit-in/200x150/pic2440753.png,2001,2,2,30,"['Animals', 'Dice', 'Science Fiction']","['Dice Rolling', 'Roll / Spin and Move']",5.88143
https://cf.geekdo-images.com/thumb/img/eiRpavxdEveq8WSaH99ZWqnmyN4=/fit-in/200x150/pic797346.jpg,2006,2,5,180,"['Bluffing', 'Horror', 'Miniatures', 'Negotiation', 'Political']","['Role Playing', 'Team-Based Game', 'Trading', 'Variable Player Powers']",6.38868
https://cf.geekdo-images.com/thumb/img/7Opys2ba0MabtW5jucewoJsGlOY=/fit-in/200x150/pic1536927.jpg,2013,2,4,90,"['City Building', 'Medieval']","['Area Majority / Influence', 'Tile Placement']",6.96007
https://cf.geekdo-images.com/thumb/img/S0_UvXH1QmFtCuWuBNU_38zcbzA=/fit-in/200x150/pic149720.jpg,2003,2,4,45,"['Card Game', 'Fighting', 'Science Fiction']",['Action Queue'],5.51139
https://cf.geekdo-images.com/thumb/img/sYjFJU56ZSveZeCwifDWSagUAeo=/fit-in/200x150/pic2761491.jpg,2010,1,6,90,"['Adventure', 'Fantasy', 'Miniatures', 'Print & Play']","['Area Movement', 'Cooperative Game', 'Hand Management', 'Team-Based Game', 'Variable Player Powers']",5.70205
https://cf.geekdo-images.com/thumb/img/NraYQTsOoYTp7g0Q_Juf-S52G8E=/fit-in/200x150/pic2305470.png,2012,2,4,20,"['Animals', 'Card Game']","['Hand Management', 'Set Collection', 'Team-Based Game']",6.31882
https://cf.geekdo-images.com/thumb/img/av3bui3ExJz9YE3WEabUN7n1MSU=/fit-in/200x150/pic3741864.jpg,2017,2,5,60,['Card Game'],"['Hand Management', 'Set Collection']",6.54811
https://cf.geekdo-images.com/thumb/img/cQYZuTjRunoaTqAnKKWEEm4MxWE=/fit-in/200x150/pic4597112.jpg,2019,1,4,75,,['Cooperative Game'],6.90152
https://cf.geekdo-images.com/thumb/img/0Qg6PLJd0r2Y3lekzPbwm7pVISU=/fit-in/200x150/pic169366.jpg,2006,2,6,15,"['Animals', 'Card Game', 'Humor']","['Card Drafting', 'Set Collection']",6.19258
https://cf.geekdo-images.com/thumb/img/MTN_lisgCkoWvvThQpL8v7GOBxU=/fit-in/200x150/pic2661579.jpg,2016,2,6,90,"['Science Fiction', 'Wargame']","['Grid Movement', 'Hexagon Grid', 'Simulation', 'Variable Player Powers']",7.61017
https://cf.geekdo-images.com/thumb/img/hXFkByWxSKP0qLk_Wozs_wU1fes=/fit-in/200x150/pic3429485.jpg,2018,2,6,45,"['Dice', 'Fighting', 'Nautical', 'Pirates', 'Racing']","['Action Queue', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Push Your Luck', 'Simultaneous Action Selection', 'Take That', 'Variable Player Powers']",6.78875
https://cf.geekdo-images.com/thumb/img/TVj2-7x0fk1QpMXvyjDiZ9r4Zaw=/fit-in/200x150/pic238451.jpg,2003,2,4,30,"['Bluffing', 'Deduction', 'Electronic', 'Murder/Mystery']","['Hand Management', 'Paper-and-Pencil']",6.21084
https://cf.geekdo-images.com/thumb/img/-nKKr7CSUPva9DDpwSkPywElIdQ=/fit-in/200x150/pic4194266.jpg,1993,2,36,90,"[""Children's Game"", 'Party Game', 'Trivia']",['Roll / Spin and Move'],5.45599
https://cf.geekdo-images.com/thumb/img/pO2kLUW_HP4yd5D2ETYLzjDVw5s=/fit-in/200x150/pic3311945.jpg,2017,2,2,45,['Card Game'],,7.4944
https://cf.geekdo-images.com/thumb/img/18cZoOkADGaaFg61pKl78s7VYf4=/fit-in/200x150/pic1058461.jpg,2010,1,4,20,"['Medieval', 'Novel-based']","['Hand Management', 'Tile Placement']",6.11252
https://cf.geekdo-images.com/thumb/img/cdDfoGN2lyd1cfIIdclKStWNeBc=/fit-in/200x150/pic3796365.jpg,2019,1,6,90,"['Adventure', 'Exploration', 'Fantasy', 'Miniatures', 'Puzzle', 'Racing']","['Action Queue', 'Cooperative Game', 'Grid Movement', 'Modular Board', 'Pick-up and Deliver', 'Solo / Solitaire Game', 'Variable Player Powers']",7.52517
https://cf.geekdo-images.com/thumb/img/IXtFg8K6lpKWAfvpRpySVnIkFE0=/fit-in/200x150/pic588349.jpg,2009,1,4,20,"['Dice', 'Puzzle']","['Dice Rolling', 'Pattern Building']",6.57563
https://cf.geekdo-images.com/thumb/img/vkdrNu7hnIlSNbFqTWUQWMmYbVI=/fit-in/200x150/pic274047.jpg,1993,3,4,60,"['Card Game', 'Deduction']","['Card Drafting', 'Trick-taking']",6.9566
https://cf.geekdo-images.com/thumb/img/Fip6QVl6uYkeaWDP80eOqHL7e-8=/fit-in/200x150/pic2871758.jpg,2016,1,2,120,"['Comic Book / Strip', 'Miniatures', 'Zombies']",['Dice Rolling'],7.87352
https://cf.geekdo-images.com/thumb/img/jfwgrHCXuOn3NwIdcyAgyMMY1IE=/fit-in/200x150/pic4574827.jpg,2019,1,4,60,"['Fantasy', 'Fighting', 'Medieval']","['Area Majority / Influence', 'Cooperative Game', 'Solo / Solitaire Game', 'Take That', 'Team-Based Game', 'Variable Player Powers']",7.15368
https://cf.geekdo-images.com/thumb/img/Xf8RXVMVtGnSnql_tgP7Pp1E4FA=/fit-in/200x150/pic3978960.png,2018,2,2,120,"['American Civil War', 'Wargame']","['Area Majority / Influence', 'Hand Management', 'Point to Point Movement']",7.19271
https://cf.geekdo-images.com/thumb/img/fqSOl0lMwXGwGRNOupUIRQ7_NDY=/fit-in/200x150/pic296455.jpg,2000,2,6,30,['Abstract Strategy'],['Tile Placement'],6.36831
https://cf.geekdo-images.com/thumb/img/g3qjo0EPKQv3CAWAqUxxWtEQhUQ=/fit-in/200x150/pic643192.jpg,2002,2,4,45,"['Card Game', 'Economic']","['Card Drafting', 'Hand Management', 'Take That']",6.04902
https://cf.geekdo-images.com/thumb/img/_ddTR758UtSULN8HmZp4RJgLgqY=/fit-in/200x150/pic2453795.jpg,2015,2,5,25,['Card Game'],['Set Collection'],6.17054
https://cf.geekdo-images.com/thumb/img/aKFwaLtWQ_pOfHzRw4jl_UTI0zs=/fit-in/200x150/pic4994234.jpg,2003,4,12,45,"['Party Game', 'Word Game']","['Paper-and-Pencil', 'Team-Based Game']",5.72302
https://cf.geekdo-images.com/thumb/img/yV_a-SZB05FGfK0ZRPFdzAkCTLo=/fit-in/200x150/pic2264320.jpg,2014,2,4,15,['Action / Dexterity'],,6.01922
https://cf.geekdo-images.com/thumb/img/3OtqqJ3Kk-_chu2BEWlAfowvVoo=/fit-in/200x150/pic2770373.jpg,2016,2,4,90,"['Territory Building', 'World War I']","['Area Majority / Influence', 'Tile Placement']",7.31826
https://cf.geekdo-images.com/thumb/img/lEbZwkZZ2Pju2l-FzxVTM2K-QPg=/fit-in/200x150/pic2672397.jpg,2015,2,4,20,"['Animals', 'Card Game']","['Hand Management', 'Take That']",7.05929
https://cf.geekdo-images.com/thumb/img/gF64LjK_23nWqfuzlOFJixsr60E=/fit-in/200x150/pic2668888.jpg,2010,2,2,30,"['Card Game', 'Fighting', 'Humor', 'Zombies']","['Card Drafting', 'Hand Management', 'Take That']",6.15831
https://cf.geekdo-images.com/thumb/img/4B5ljZ9VDcIvyJOTQjPInce-vJQ=/fit-in/200x150/pic95714.jpg,2004,2,4,30,"['Abstract Strategy', 'Puzzle']","['Pattern Recognition', 'Tile Placement']",5.56723
https://cf.geekdo-images.com/thumb/img/_qYIEtvsakJZ9QWK95CmiHAfXGo=/fit-in/200x150/pic4089634.jpg,2018,1,4,30,"['Abstract Strategy', 'Puzzle']","['Action Points', 'Pattern Building', 'Solo / Solitaire Game']",6.68486
https://cf.geekdo-images.com/thumb/img/FDM0kE_F0AvEXmubVTlOERFuqFw=/fit-in/200x150/pic899476.jpg,2011,2,4,60,"['Exploration', 'Novel-based']","['Action Points', 'Area Majority / Influence', 'Variable Phase Order']",6.15657
https://cf.geekdo-images.com/thumb/img/Bm4Q-j6tbnXBI1DUs4XzjibgiVM=/fit-in/200x150/pic115315.jpg,2002,2,5,30,"['Card Game', 'Collectible Components', 'Fantasy', 'Novel-based']",['Hand Management'],6.86768
https://cf.geekdo-images.com/thumb/img/nq5YhvQmuG0BTq-miTIugqrjBz4=/fit-in/200x150/pic804080.jpg,2009,3,6,120,"['Economic', 'Trains', 'Transportation']","['Network and Route Building', 'Stock Holding']",7.20828
https://cf.geekdo-images.com/thumb/img/KcU_oS5__YfYKu1WROc3FGVamAg=/fit-in/200x150/pic8068.jpg,1986,2,2,120,"['Fantasy', 'Sports', 'Wargame']","['Grid Movement', 'Roll / Spin and Move']",5.96334
https://cf.geekdo-images.com/thumb/img/W8flJ1dfM9McLQx118eWcR44NAM=/fit-in/200x150/pic2831205.png,2015,2,2,40,"['Mythology', 'Territory Building']","['Area Majority / Influence', 'Hand Management']",6.67483
https://cf.geekdo-images.com/thumb/img/0hATWd1aiEclVvj2CeW_M7Ntbtg=/fit-in/200x150/pic3861210.jpg,2017,2,4,60,"['Abstract Strategy', 'Card Game']","['Hand Management', 'Set Collection']",7.42344
https://cf.geekdo-images.com/thumb/img/UmcAquW1BCDEHY_4jKFdg-DUhb8=/fit-in/200x150/pic2456824.png,2013,1,4,100,"['Exploration', 'Fighting', 'Horror', 'Zombies']","['Card Drafting', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Tile Placement', 'Variable Player Powers']",6.10149
https://cf.geekdo-images.com/thumb/img/x-Zxt65h8LZCbF1VGkBnyvxL8BE=/fit-in/200x150/pic1288708.jpg,2012,2,4,20,"['Card Game', 'Fantasy', 'Video Game Theme']","['Deck, Bag, and Pool Building', 'Hand Management', 'Variable Player Powers']",7.83856
https://cf.geekdo-images.com/thumb/img/l6JLgLecYRDtrNDicbLQBEc9FY8=/fit-in/200x150/pic390906.jpg,1994,2,8,90,"['Card Game', 'Collectible Components', 'Fantasy']","['Campaign / Battle Card Driven', 'Card Drafting', 'Set Collection', 'Trading']",5.20903
https://cf.geekdo-images.com/thumb/img/kRkTg79VCpTu2yYTAcjUG-DcQ5o=/fit-in/200x150/pic4252589.jpg,2018,2,4,100,"['Exploration', 'Science Fiction', 'Territory Building']","['Area Movement', 'Worker Placement']",6.868
https://cf.geekdo-images.com/thumb/img/vxjKv69Hf8oEaZKR4GdK0WaBde4=/fit-in/200x150/pic4230177.jpg,2018,2,4,60,"['Miniatures', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Line of Sight', 'Measurement Movement', 'Simulation', 'Variable Player Powers']",7.9511
https://cf.geekdo-images.com/thumb/img/I1VS9qqTLThpt3RB-A-yWsBCyyw=/fit-in/200x150/pic2038742.jpg,1989,3,5,20,"['Abstract Strategy', 'Real-time']",,6.64377
https://cf.geekdo-images.com/thumb/img/hnQ7oYCPFgBRX5zrbnZFSpUBop8=/fit-in/200x150/pic804416.jpg,2008,2,4,75,"['Environmental', 'Exploration', 'Novel-based', 'Science Fiction']","['Card Drafting', 'Network and Route Building', 'Tile Placement']",6.39211
https://cf.geekdo-images.com/thumb/img/pC19xaxGvxFgYRU6JZ-VnxYTeT4=/fit-in/200x150/pic2426457.jpg,2016,2,2,120,"['Ancient', 'Card Game', 'Wargame']","['Deck, Bag, and Pool Building', 'Point to Point Movement', 'Simulation']",7.92087
https://cf.geekdo-images.com/thumb/img/vPptdRoCSriyOJkq5klRKa3EkiM=/fit-in/200x150/pic162642.jpg,2006,2,4,45,"['Ancient', 'Political']",['Betting and Bluffing'],5.80796
https://cf.geekdo-images.com/thumb/img/_Vjy5qxGbZ9oaFz8p0PhdOYAEME=/fit-in/200x150/pic2072852.jpg,2015,1,4,30,"['Card Game', 'Medieval']",['Hand Management'],6.23961
https://cf.geekdo-images.com/thumb/img/8cwswPfDNZknYJk3VWIBh8k0XEQ=/fit-in/200x150/pic190998.jpg,2007,2,4,60,"['Fantasy', 'Wargame']",['Dice Rolling'],5.92434
https://cf.geekdo-images.com/thumb/img/oXloVudMFmc5apYUds1rNWbAapg=/fit-in/200x150/pic5294222.png,2000,3,5,30,['Card Game'],"['Hand Management', 'Set Collection']",5.90581
https://cf.geekdo-images.com/thumb/img/DdWHblHsjM5t-aTDalbxw9aY3Vo=/fit-in/200x150/pic4281839.jpg,2018,2,2,15,"['Deduction', 'Movies / TV / Radio theme', 'Novel-based', 'Word Game']","['Communication Limits', 'Cooperative Game', 'Push Your Luck']",6.83158
https://cf.geekdo-images.com/thumb/img/wzWz7MPxOc12TUVUOL4lpUwC214=/fit-in/200x150/pic175991.jpg,2006,2,6,60,['City Building'],"['Hand Management', 'Simultaneous Action Selection']",6.60593
https://cf.geekdo-images.com/thumb/img/JeEz3mEskMhGUY2E7NM2Iz2yCN0=/fit-in/200x150/pic1019826.jpg,2011,2,4,45,"['Deduction', 'Fantasy']","['Area Movement', 'Secret Unit Deployment', 'Team-Based Game']",6.50671
https://cf.geekdo-images.com/thumb/img/aWGUYAtT9IiZVgCp96U-_QcCkJ8=/fit-in/200x150/pic186255.jpg,2000,2,6,20,"['Card Game', 'Number']","['Hand Management', 'Player Elimination']",5.31532
https://cf.geekdo-images.com/thumb/img/7voWrno3EhkQTZyMSB5aPBwyG3Y=/fit-in/200x150/pic110074.jpg,2006,3,5,15,"['Ancient', 'Card Game', 'Religious']","['Hand Management', 'Set Collection', 'Take That']",6.09057
https://cf.geekdo-images.com/thumb/img/cg55VHIIvUXybcRqUYDIppgt76M=/fit-in/200x150/pic3281478.jpg,2017,2,4,120,"['Age of Reason', 'American Indian Wars', 'Card Game', 'Educational', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Team-Based Game', 'Variable Phase Order', 'Variable Player Powers']",7.89138
https://cf.geekdo-images.com/thumb/img/D6_3Yw1VJlP-mP0K08_Shmo0yRI=/fit-in/200x150/pic2614687.png,2015,2,4,60,"['Card Game', 'Fantasy', 'Humor', 'Medieval', 'Party Game']","['Betting and Bluffing', 'Hand Management', 'Player Elimination', 'Variable Player Powers']",7.62076
https://cf.geekdo-images.com/thumb/img/6DzjckkLNcDUheXeUQFT3agmHJo=/fit-in/200x150/pic3372416.jpg,2016,2,4,30,"['Card Game', 'Fantasy', 'Fighting', 'Medieval']","['Action Queue', 'Hand Management', 'Variable Player Powers']",6.4275
https://cf.geekdo-images.com/thumb/img/0e8zPpkD0JKdRj6xkSHCKm9iCEo=/fit-in/200x150/pic4092270.png,2018,2,4,40,"['Medieval', 'Nautical']",,6.81434
https://cf.geekdo-images.com/thumb/img/sRKEceWV6a4mwp78g_cOfB8N-UQ=/fit-in/200x150/pic500412.jpg,2009,1,5,40,['Adventure'],"['Cooperative Game', 'Dice Rolling', 'Simultaneous Action Selection']",5.50214
https://cf.geekdo-images.com/thumb/img/xhvmtYSuJSmgHRQl0GPustJAGtU=/fit-in/200x150/pic49308.jpg,2004,2,4,30,"['Card Game', 'Dice', 'Fantasy', 'Fighting']","['Dice Rolling', 'Set Collection', 'Take That']",5.01078
https://cf.geekdo-images.com/thumb/img/4l1QalqE9UcWDCTAo7UaytYSQv0=/fit-in/200x150/pic245248.jpg,1964,2,8,60,['Economic'],"['Commodity Speculation', 'Dice Rolling', 'Simulation', 'Simultaneous Action Selection', 'Stock Holding']",5.67132
https://cf.geekdo-images.com/thumb/img/bUU6yHV3WvHWlFBkT7EOZOSzUlA=/fit-in/200x150/pic2728136.jpg,2015,2,2,20,"['Card Game', 'Exploration']","['Hand Management', 'Modular Board', 'Point to Point Movement']",4.85121
https://cf.geekdo-images.com/thumb/img/oSh8vMShybe8k4qwyf6YoF1n7fE=/fit-in/200x150/pic1225179.jpg,2012,2,4,60,['Economic'],"['Deck, Bag, and Pool Building', 'Hand Management']",6.32153
https://cf.geekdo-images.com/thumb/img/Nfdz-FWDgE-aHMVswVsrVItKj98=/fit-in/200x150/pic927615.jpg,2011,2,5,90,['Economic'],"['Auction/Bidding', 'Card Drafting', 'Set Collection', 'Worker Placement']",6.83805
https://cf.geekdo-images.com/thumb/img/MwHahhY0G-OGQlsZgpyhyrPBjjU=/fit-in/200x150/pic561490.jpg,2009,3,6,60,"['Bluffing', 'Deduction', 'Economic', 'Industry / Manufacturing']","['Dice Rolling', 'Set Collection', 'Tile Placement']",6.02887
https://cf.geekdo-images.com/thumb/img/Y1lE8V8LNGJFkoS_6HOIDSRAozk=/fit-in/200x150/pic149807.jpg,1986,2,8,180,"['Aviation / Flight', 'Korean War', 'Modern Warfare', 'Vietnam War', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Movement Points', 'Simulation', 'Variable Phase Order']",6.16291
https://cf.geekdo-images.com/thumb/img/mBZVlu33nL_IRxSZ2QALn8fBqLc=/fit-in/200x150/pic4560166.png,2019,2,5,30,['Card Game'],"['Hand Management', 'Pattern Recognition', 'Set Collection']",6.45154
https://cf.geekdo-images.com/thumb/img/sBasguiSWGoH6URGXMLYQwFsBrA=/fit-in/200x150/pic300460.jpg,1999,3,4,45,"['Medieval', 'Territory Building']",['Dice Rolling'],6.17891
https://cf.geekdo-images.com/thumb/img/DFt_-mmi6DdYkZ6nSuZWMKOEdMA=/fit-in/200x150/pic1385634.jpg,2012,2,2,30,"['Bluffing', 'Card Game', 'Deduction', 'Fighting', 'Medieval']",['Hand Management'],6.7495
https://cf.geekdo-images.com/thumb/img/7Jqgnq0ofb3JvWU5n7AnPpEXkJM=/fit-in/200x150/pic3757332.jpg,2017,2,5,30,"['Card Game', 'Dice', 'Fantasy']","['Dice Rolling', 'Push Your Luck', 'Set Collection']",6.74993
https://cf.geekdo-images.com/thumb/img/KQKFI1k3SZv8zooEGzahrYrJWmY=/fit-in/200x150/pic174006.jpg,1976,2,4,360,"['Ancient', 'Wargame']","['Area Movement', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Hidden Movement', 'Movement Points', 'Ratio / Combat Results Table', 'Simulation']",7.09305
https://cf.geekdo-images.com/thumb/img/67Zwz4eIoJjGhKyzz2XPYETXnNM=/fit-in/200x150/pic184178.jpg,2004,2,2,30,"['Card Game', 'Fighting', 'Sports']","['Hand Management', 'Point to Point Movement', 'Simulation']",6.34048
https://cf.geekdo-images.com/thumb/img/P-C6Vbwpv30wUPVx5alA7rsd0ZA=/fit-in/200x150/pic3223277.jpg,2017,1,6,20,"['Real-time', 'Word Game']","['Paper-and-Pencil', 'Real-Time', 'Solo / Solitaire Game']",7.05059
https://cf.geekdo-images.com/thumb/img/A86u08AQdmlJcoRYUnS3MQR6YnM=/fit-in/200x150/pic195820.jpg,2006,2,5,45,['Economic'],"['Dice Rolling', 'Stock Holding']",6.17635
https://cf.geekdo-images.com/thumb/img/WNxXGI9y_GISzzXqX_lBXh2YD_Y=/fit-in/200x150/pic818931.jpg,2010,2,2,45,"['Medieval', 'Religious']","['Action Points', 'Area Majority / Influence', 'Card Drafting', 'Modular Board', 'Tile Placement']",6.56683
https://cf.geekdo-images.com/thumb/img/l3So3Q5w7znwHFYNNWSXVQ1VWSc=/fit-in/200x150/pic1399814.jpg,2012,2,4,25,"['Abstract Strategy', 'Number']","['Set Collection', 'Tile Placement']",6.56371
https://cf.geekdo-images.com/thumb/img/mDp1OJ1Cn8VFqNwsOP7LOdPvCdQ=/fit-in/200x150/pic5254780.jpg,2004,2,2,30,"['Card Game', 'Fantasy', 'Fighting']","['Area Majority / Influence', 'Hand Management', 'Variable Player Powers']",5.95612
https://cf.geekdo-images.com/thumb/img/QGKDw4HHTkp68-bqivpKBPh0p8o=/fit-in/200x150/pic771974.jpg,1969,2,2,120,"['Wargame', 'World War II']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Scenario / Mission / Campaign Game']",6.74103
https://cf.geekdo-images.com/thumb/img/Pm_1sRUXh2rtYf1xY6l_l1PrW1o=/fit-in/200x150/pic2798464.jpg,2007,2,4,15,"['Animals', 'Card Game', 'Maze']","['Card Drafting', 'Connections', 'Modular Board', 'Pick-up and Deliver']",6.09225
